Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
1941:7:16:0 0.716118 0.292601 -0.181005 0.66032
1941:8:16:0 0.660786 0.642486 -0.278979 0.479033
1941:9:16:0 0.635409 0.615506 -0.307268 0.481289
1941:10:16:0 0.840797 0.840151 -0.186246 0.513844
1941:11:16:0 0.967706 1.18027 -0.141897 0.448519
1941:12:16:0 0.995199 1.3459 0.109757 0.26737
1942:1:16:0 0.658572 0.656448 0.0475377 0.306579
1942:2:16:0 0.506657 0.153413 -0.122152 0.491026
1942:3:16:0 0.203854 -0.095559 -0.239404 0.371335
1942:4:16:0 0.539821 -0.371832 -0.0512212 0.751348
1942:5:16:0 0.0662864 -0.171843 0.0910723 0.106672
1942:6:16:0 -0.0436012 -0.685242 -0.0803399 0.33919
1942:7:16:0 -0.0254896 -0.91686 -0.0626817 0.464281
1942:8:16:0 -0.246823 -1.07555 0.00725678 0.287326
1942:9:16:0 -0.385034 -0.858577 0.147695 -0.0295931
1942:10:16:0 -0.478171 -0.870302 0.0402147 -0.0631278
1942:11:16:0 -0.567092 -0.864028 -0.0987949 -0.0856807
1942:12:16:0 -0.643782 -0.501164 0.0562842 -0.421342
1943:1:16:0 -0.833813 -0.110729 0.0880924 -0.822495
1943:2:16:0 -0.614878 -0.139428 0.108959 -0.599643
1943:3:16:0 -0.457907 -0.34667 -0.034625 -0.26726
1943:4:16:0 -0.281612 0.135243 0.000565254 -0.349516
1943:5:16:0 -0.0691911 0.332399 0.00925119 -0.240016
1943:6:16:0 0.0281846 0.239988 -0.117634 -0.0329926
1943:7:16:0 0.120364 0.381882 -0.304525 0.0816857
1943:8:16:0 0.178747 0.206067 -0.444004 0.297716
1943:9:16:0 0.0220769 -0.184159 -0.0868537 0.157583
1943:10:16:0 -0.195045 0.311279 0.165153 -0.433261
1943:11:16:0 -0.218537 -0.13731 0.226516 -0.26314
1943:12:16:0 -0.194626 -0.0894843 0.316859 -0.308313
1944:1:16:0 -0.14987 -0.338891 0.220978 -0.0909137
1944:2:16:0 -0.044728 0.0377696 0.120644 -0.123935
1944:3:16:0 0.0757859 0.161919 -0.124015 0.0568336
1944:4:16:0 0.129199 0.378979 -0.0460217 -0.037279
1944:5:16:0 0.276646 0.167142 0.091389 0.147381
1944:6:16:0 0.183507 0.413334 0.11289 -0.0796055
1944:7:16:0 0.333951 0.374919 0.327922 -0.0174699
1944:8:16:0 0.168819 0.25133 0.248693 -0.0811922
1944:9:16:0 0.0960497 0.306253 0.466051 -0.290102
1944:10:16:0 0.138907 -0.0881324 0.16559 0.100178
1944:11:16:0 0.164728 -0.370252 0.348709 0.1755
1944:12:16:0 0.116925 -0.424386 0.513521 0.0723572
1945:1:16:0 -0.0591962 -0.325193 0.542502 -0.167851
1945:2:16:0 -0.127372 0.440671 0.807364 -0.75139
1945:3:16:0 -0.411795 -0.270604 0.449127 -0.501056
1945:4:16:0 -0.48252 0.100467 0.389444 -0.727476
1945:5:16:0 -0.385129 0.554915 0.44402 -0.884596
1945:6:16:0 -0.407834 0.195809 0.35443 -0.682953
1945:7:16:0 -0.270519 0.260652 0.343278 -0.572485
1945:8:16:0 -0.36905 0.318143 0.411199 -0.733721
1945:9:16:0 -0.242986 0.597116 0.0553021 -0.569195
1945:10:16:0 -0.240127 0.541768 0.023879 -0.52295
1945:11:16:0 -0.0556387 0.587262 0.269282 -0.483911
1945:12:16:0 -0.18688 0.0857075 0.258293 -0.35888
1946:1:16:0 -0.0881208 -0.425447 0.182267 0.0334694
1946:2:16:0 -0.0177164 -0.650152 0.491601 0.0615592
1946:3:16:0 -0.0922777 -0.569908 0.348107 0.0186231
1946:4:16:0 -0.114163 -0.260596 0.0322321 1.91405e-05
1946:5:16:0 0.0722238 -0.230979 -0.106108 0.240767
1946:6:16:0 0.445491 -0.644783 -0.547313 1.04154
1946:7:16:0 0.223088 -0.356619 -0.470721 0.636758
1946:8:16:0 0.0704646 -0.558356 -0.233801 0.466543
1946:9:16:0 0.285696 0.184465 -0.457298 0.422113
1946:10:16:0 0.159682 -0.278466 -0.309298 0.453564
1946:11:16:0 0.206075 -0.374274 -0.178867 0.482645
1946:12:16:0 0.562423 -0.158386 -0.306218 0.794725
1947:1:16:0 0.382712 0.121122 -0.321336 0.482819
1947:2:16:0 0.0754893 -0.148495 -0.297562 0.298518
1947:3:16:0 0.411928 0.205358 -0.303776 0.461138
1947:4:16:0 0.0116408 -0.0438976 -0.421286 0.244233
1947:5:16:0 -0.0435775 -0.182873 -0.0544259 0.0750719
1947:6:16:0 0.516909 -0.353307 0.122865 0.63213
1947:7:16:0 -0.128255 -0.401782 -0.157899 0.151585
1947:8:16:0 -0.105921 -0.391052 -0.0939507 0.13658
1947:9:16:0 -0.440256 -0.250847 -0.0922361 -0.268714
1947:10:16:0 -0.493803 -0.168647 -0.00252138 -0.408219
1947:11:16:0 -0.554224 0.0423196 -0.300366 -0.425201
1947:12:16:0 0.100021 0.0103677 -0.411008 0.300341
1948:1:16:0 0.125475 -0.0467684 -0.297068 0.297393
1948:2:16:0 -0.167496 0.341129 -0.133636 -0.271242
1948:3:16:0 0.275588 0.411099 -0.181033 0.160555
1948:4:16:0 0.132764 -0.00100373 -0.227124 0.246828
1948:5:16:0 0.412557 0.00788793 -0.372427 0.594826
1948:6:16:0 0.478816 -0.295608 -0.420612 0.836926
1948:7:16:0 0.0505869 -0.552516 -0.294819 0.474254
1948:8:16:0 -0.0552896 -0.106481 -0.23813 0.117016
1948:9:16:0 -0.0585689 -0.499683 -0.308109 0.345327
1948:10:16:0 -0.190649 -0.383716 -0.196158 0.0992877
1948:11:16:0 -0.0694914 -0.00904516 -0.365165 0.117614
1948:12:16:0 -0.0360969 -0.335393 -0.313216 0.288208
1949:1:16:0 -0.00232325 -0.452767 -0.31646 0.38229
1949:2:16:0 0.392481 0.0414386 -0.404096 0.57381
1949:3:16:0 -0.225249 0.248254 -0.365535 -0.166608
1949:4:16:0 0.0889689 0.341153 -0.288341 0.0625632
1949:5:16:0 -0.0431201 0.0540688 -0.435156 0.147424
1949:6:16:0 -0.25261 -0.0963222 -0.420783 0.00594282
1949:7:16:0 -0.0508315 -0.669352 -0.310512 0.439101
1949:8:16:0 -0.0246027 -0.547984 -0.318878 0.408828
1949:9:16:0 -0.544524 -0.734845 -0.21962 -0.0672915
1949:10:16:0 -0.425401 -1.08764 -0.112901 0.17487
1949:11:16:0 -0.924842 -1.01222 -0.104078 -0.366694
1949:12:16:0 -0.621516 -0.662973 -0.0647415 -0.257658
1950:1:16:0 -0.448236 -0.952762 -0.282614 0.169452
1950:2:16:0 -0.865889 -1.06179 0.0165542 -0.34327
1950:3:16:0 -0.760606 -0.54573 0.093242 -0.534362
1950:4:16:0 -0.57266 -0.783044 0.00585692 -0.184067
1950:5:16:0 -0.666082 -0.712234 -0.15596 -0.231985
1950:6:16:0 -0.449193 -0.827189 0.0276455 -0.0494208
1950:7:16:0 -0.722718 -0.91513 9.6199e-05 -0.265201
1950:8:16:0 -0.662209 -0.294302 -0.087014 -0.471551
1950:9:16:0 -0.659705 -0.806296 -0.0558292 -0.228642
1950:10:16:0 -0.75194 -0.739854 -0.158301 -0.302863
1950:11:16:0 -0.989961 -1.19263 0.0181802 -0.402733
1950:12:16:0 -0.574331 -0.717037 -0.307176 -0.0622244
1951:1:16:0 -0.905057 -0.111854 -0.213281 -0.74249
1951:2:16:0 -0.712128 -0.284259 -0.243066 -0.448465
1951:3:16:0 -0.601324 -0.327512 -0.352866 -0.261135
1951:4:16:0 -0.374381 0.0158951 -0.302054 -0.231302
1951:5:16:0 -0.0861187 0.224888 -0.328488 -0.0343185
1951:6:16:0 -0.12951 0.701831 -0.114168 -0.423341
1951:7:16:0 0.200496 1.3277 -0.218775 -0.353964
1951:8:16:0 0.319475 1.01428 -0.363547 -0.00589314
1951:9:16:0 0.302669 0.840149 -0.181795 -0.0265073
1951:10:16:0 0.334355 0.928161 -0.187603 -0.0359238
1951:11:16:0 0.449079 1.05555 -0.338815 0.0907116
1951:12:16:0 0.376586 0.642068 -0.164619 0.137861
1952:1:16:0 0.35917 0.458879 -0.123435 0.191448
1952:2:16:0 0.186647 0.342552 0.0918308 -0.0305446
1952:3:16:0 0.0532683 0.403856 -0.0696842 -0.113818
1952:4:16:0 0.414795 0.0477041 -0.169539 0.475712
1952:5:16:0 0.159421 -0.0381092 -0.128504 0.242728
1952:6:16:0 -0.0467202 -0.106237 -0.0162951 0.0145457
1952:7:16:0 -0.163908 -0.49196 -0.0546765 0.10941
1952:8:16:0 -0.10482 -0.222173 -0.0648346 0.0386836
1952:9:16:0 0.203211 -0.352976 -0.0443741 0.401886
1952:10:16:0 0.105022 -0.187478 0.0868749 0.155324
1952:11:16:0 -0.104775 -0.406586 -0.0222783 0.109657
1952:12:16:0 -0.0774718 -0.193303 -0.121285 0.0798221
1953:1:16:0 0.373311 0.0542389 -0.266813 0.479598
1953:2:16:0 0.0798187 0.449224 0.0076766 -0.148632
1953:3:16:0 0.262812 0.510468 -0.0907435 0.0529491
1953:4:16:0 0.443766 0.737211 -0.245174 0.197747
1953:5:16:0 0.235741 0.781455 -0.193252 -0.0583606
1953:6:16:0 0.273786 0.626767 -0.353767 0.137285
1953:7:16:0 0.275375 0.453095 -0.226484 0.16207
1953:8:16:0 0.166713 0.489858 -0.203742 0.0236553
1953:9:16:0 0.394489 0.630022 -0.279621 0.219289
1953:10:16:0 0.123336 0.180177 -0.166138 0.116317
1953:11:16:0 0.237053 0.151802 -0.216721 0.269513
1953:12:16:0 0.036607 0.173235 -0.0913626 -0.00432942
1954:1:16:0 0.350567 -0.571477 -0.0767988 0.674705
1954:2:16:0 0.144231 -0.245096 -0.146731 0.340145
1954:3:16:0 0.151505 -0.218021 -0.204903 0.362967
1954:4:16:0 0.136585 -1.40712 -0.163793 0.922041
1954:5:16:0 -0.0336389 -1.41347 -0.225394 0.785796
1954:6:16:0 -0.242338 -1.14584 -0.0115415 0.336351
1954:7:16:0 -0.408125 -1.22113 -0.0598488 0.232362
1954:8:16:0 -0.397683 -0.892168 0.0404747 0.0281639
1954:9:16:0 -0.452327 -1.12554 -0.254233 0.237562
1954:10:16:0 -0.394835 -1.25355 -0.0795917 0.271733
1954:11:16:0 -0.625709 -0.947581 -0.11876 -0.0925385
1954:12:16:0 -0.417227 -1.11194 -0.346913 0.312202
1955:1:16:0 -0.422677 -0.414353 -0.0388736 -0.196064
1955:2:16:0 -0.747627 -0.659522 -0.015833 -0.409949
1955:3:16:0 -0.517962 -0.548104 -0.106713 -0.190554
1955:4:16:0 -0.767738 -0.659857 -0.259161 -0.308229
1955:5:16:0 -0.648576 -1.17849 -0.225439 0.0533895
1955:6:16:0 -0.502128 -1.15641 -0.131164 0.14166
1955:7:16:0 -0.707994 -0.776696 0.0924293 -0.365861
1955:8:16:0 -0.538782 -0.684874 0.150498 -0.271594
1955:9:16:0 -0.670375 -1.06272 0.142826 -0.210426
1955:10:16:0 -1.11622 -1.51384 0.0721496 -0.39537
1955:11:16:0 -0.971661 -1.44173 0.00374361 -0.252666
1955:12:16:0 -0.936731 -1.1734 -0.145745 -0.27716
1956:1:16:0 -0.784981 -0.944539 -0.193133 -0.216146
1956:2:16:0 -0.767969 -0.577048 -0.142263 -0.408313
1956:3:16:0 -0.692518 -0.18374 -0.178546 -0.511375
1956:4:16:0 -0.538355 -0.500844 -0.229878 -0.172993
1956:5:16:0 -0.501299 -0.742987 -0.291167 0.0157778
1956:6:16:0 -0.723727 -0.591969 -0.283494 -0.285996
1956:7:16:0 -0.709194 -0.289043 0.117089 -0.623218
1956:8:16:0 -0.522915 -0.506483 0.129122 -0.334234
1956:9:16:0 -0.656432 -0.55758 -0.234514 -0.260385
1956:10:16:0 -0.561969 -0.578931 0.0203178 -0.282662
1956:11:16:0 -0.503808 -0.703867 -0.0635215 -0.120115
1956:12:16:0 -0.219677 -0.633812 0.0686974 0.0628806
1957:1:16:0 -0.0297248 -0.691507 -0.0536286 0.342843
1957:2:16:0 0.0365337 0.139905 -0.0583175 -0.00426026
1957:3:16:0 0.0230885 0.769167 -0.0461038 -0.338443
1957:4:16:0 0.315998 0.748733 -0.196746 0.0400043
1957:5:16:0 0.427545 1.22096 -0.0109674 -0.17745
1957:6:16:0 0.164134 1.30554 -0.151023 -0.413124
1957:7:16:0 0.309234 1.54891 -0.0555946 -0.437426
1957:8:16:0 0.38726 1.14631 -0.126748 -0.122523
1957:9:16:0 0.452254 1.05652 -0.434936 0.14146
1957:10:16:0 0.543705 0.960918 -0.363011 0.244752
1957:11:16:0 0.649907 0.959997 -0.383442 0.36163
1957:12:16:0 0.68346 0.919193 -0.207032 0.32738
1958:1:16:0 1.06185 0.61342 -0.201256 0.855767
1958:2:16:0 1.02747 0.60044 -0.267021 0.86076
1958:3:16:0 0.871605 0.476078 -0.122012 0.694572
1958:4:16:0 0.477962 0.738793 -0.28867 0.2529
1958:5:16:0 0.563319 0.45663 -0.352641 0.511324
1958:6:16:0 0.419745 0.524767 -0.39075 0.352736
1958:7:16:0 0.258212 0.521964 -0.0672313 0.0308461
1958:8:16:0 0.425868 0.166734 0.0932769 0.295862
1958:9:16:0 0.0816672 0.143035 -0.0322062 0.0262527
1958:10:16:0 0.264538 0.0357753 -0.0697531 0.281527
1958:11:16:0 0.328409 0.0680557 -0.237881 0.413322
1958:12:16:0 0.424363 -0.0319134 -0.117769 0.499205
1959:1:16:0 0.419606 -0.155747 -0.281527 0.638243
1959:2:16:0 0.349908 -0.135309 -0.152787 0.493955
1959:3:16:0 0.231964 0.291706 -0.22441 0.198315
1959:4:16:0 0.305396 0.269229 -0.359084 0.350324
1959:5:16:0 0.291265 0.147993 -0.329599 0.382068
1959:6:16:0 -0.013103 -0.0632852 -0.214882 0.125981
1959:7:16:0 0.0514888 -0.0828237 -0.109133 0.147467
1959:8:16:0 0.0982992 -0.295692 -0.0925616 0.292426
1959:9:16:0 0.0489755 -0.0217441 -0.166251 0.142973
1959:10:16:0 0.14505 0.106851 -0.294704 0.238977
1959:11:16:0 -0.0913395 0.0176455 -0.182727 -0.00879858
1959:12:16:0 -0.0845521 -0.041611 -0.161338 0.0169223
1960:1:16:0 -0.205168 0.0787581 0.0705185 -0.279806
1960:2:16:0 -0.275067 0.00282952 0.0303323 -0.291648
1960:3:16:0 -0.189011 0.146067 0.116283 -0.320187
1960:4:16:0 0.0462148 -0.245006 0.0424959 0.14747
1960:5:16:0 0.0535013 -0.0773668 0.135933 0.0242184
1960:6:16:0 -0.107259 -0.280591 -0.0850097 0.075541
1960:7:16:0 -0.0626551 -0.161663 0.157226 -0.0604367
1960:8:16:0 -0.0350417 -0.0717869 -0.0346786 0.018191
1960:9:16:0 0.0802869 0.116222 0.0967152 -0.0261815
1960:10:16:0 0.0521438 -0.459283 -0.0678753 0.315723
1960:11:16:0 -0.0188837 -0.648282 0.124595 0.24296
1960:12:16:0 0.273967 -0.204894 -0.114418 0.433623
1961:1:16:0 0.00877535 -0.0293899 -0.25704 0.15199
1961:2:16:0 0.0534011 0.393634 0.170321 -0.228576
1961:3:16:0 -0.0761958 0.0902382 -0.01166 -0.115485
1961:4:16:0 -0.126975 0.119039 0.122941 -0.247965
1961:5:16:0 -0.0540364 -0.138577 -0.0771386 0.0538215
1961:6:16:0 0.00718368 -0.11151 -0.181712 0.153794
1961:7:16:0 -0.0988586 -0.630414 -0.2956 0.364148
1961:8:16:0 -0.101214 -0.338912 -0.205683 0.171083
1961:9:16:0 -0.107006 -0.649052 -0.369303 0.402171
1961:10:16:0 -0.30323 -0.524752 -0.354067 0.136179
1961:11:16:0 -0.173374 -0.240994 -0.292281 0.0932636
1961:12:16:0 -0.329644 -0.23352 -0.141802 -0.141983
1962:1:16:0 -0.330094 -0.244782 -0.0171601 -0.199123
1962:2:16:0 -0.163265 -0.164709 -0.269476 0.0538279
1962:3:16:0 -0.192967 -0.722268 -0.0737116 0.205023
1962:4:16:0 -0.101835 -1.00541 -0.207158 0.50445
1962:5:16:0 -0.281406 -0.513027 -0.190234 0.0702248
1962:6:16:0 -0.0507134 -0.632725 -0.137063 0.334181
1962:7:16:0 -0.116904 -0.389272 0.0228811 0.066292
1962:8:16:0 -0.118702 -0.130857 -0.106471 -3.81023e-05
1962:9:16:0 -0.245594 -0.304026 -0.135806 -0.0256783
1962:10:16:0 -0.264568 -0.56259 -0.0460505 0.0397525
1962:11:16:0 -0.158451 -0.465182 -0.189015 0.168648
1962:12:16:0 -0.287038 -0.689879 -0.201596 0.158699
1963:1:16:0 -0.18884 -0.115895 -0.139572 -0.0611064
1963:2:16:0 -0.0444664 -0.250046 -0.27814 0.219626
1963:3:16:0 0.00427563 0.139189 -0.144513 0.00693771
1963:4:16:0 0.0826911 -0.10035 -0.176268 0.221
1963:5:16:0 -0.00775105 0.194286 -0.0452917 -0.0822481
1963:6:16:0 -0.0681418 0.161382 -0.224952 -0.0363567
1963:7:16:0 0.259416 0.438406 -0.324711 0.202569
1963:8:16:0 0.459135 0.518728 -0.15718 0.278361
1963:9:16:0 0.36445 0.534091 -0.286278 0.240543
1963:10:16:0 0.513889 0.416925 -0.355044 0.482949
1963:11:16:0 0.513639 0.275739 -0.246817 0.499178
1963:12:16:0 0.48292 0.302997 0.0619479 0.300447
1964:1:16:0 0.401069 -0.129289 0.0142504 0.458589
1964:2:16:0 0.352487 -0.545364 -0.0793205 0.664829
1964:3:16:0 -0.0691781 -0.542353 -0.0841733 0.244085
1964:4:16:0 -0.0488673 -0.843304 -0.0272979 0.386434
1964:5:16:0 -0.18324 -1.4592 0.0556051 0.518558
1964:6:16:0 -0.334902 -0.990636 0.1469 0.0869662
1964:7:16:0 -0.371709 -0.801502 0.159962 -0.0509387
1964:8:16:0 -0.559665 -1.00842 0.0296471 -0.0702779
1964:9:16:0 -0.785754 -0.448473 0.15414 -0.638588
1964:10:16:0 -0.816503 -0.777256 0.277019 -0.566385
1964:11:16:0 -0.846776 -0.471459 0.0682336 -0.645163
1964:12:16:0 -0.774103 -0.62743 -0.127061 -0.396857
1965:1:16:0 -0.355865 -0.299257 -0.285313 -0.0635796
1965:2:16:0 -0.326348 0.0218358 -0.165663 -0.254434
1965:3:16:0 -0.348998 0.377137 -0.279907 -0.397613
1965:4:16:0 -0.153789 0.801525 -0.197316 -0.455893
1965:5:16:0 -0.0366746 1.18794 -0.177944 -0.541674
1965:6:16:0 0.0936583 1.14549 -0.361318 -0.298428
1965:7:16:0 0.26453 1.06956 -0.841652 0.150578
1965:8:16:0 0.487694 1.1342 -0.525113 0.183152
1965:9:16:0 0.538307 0.890713 -0.48651 0.336205
1965:10:16:0 0.771053 0.762889 -0.462446 0.620832
1965:11:16:0 0.767988 0.862856 -0.439365 0.556243
1965:12:16:0 0.673305 0.895411 -0.545005 0.498102
1966:1:16:0 0.618417 0.705889 -0.376114 0.45353
1966:2:16:0 0.499866 0.164734 -0.340414 0.587706
1966:3:16:0 0.790701 -0.525716 -0.357439 1.23228
1966:4:16:0 0.463591 -0.59292 -0.27511 0.897606
1966:5:16:0 0.370355 -0.668708 -0.386758 0.898088
1966:6:16:0 0.417804 -0.577413 -0.264227 0.838624
1966:7:16:0 0.568652 -0.245879 -0.183664 0.783424
1966:8:16:0 0.429228 -0.250099 -0.0611588 0.584857
1966:9:16:0 0.427351 -0.433286 -0.149687 0.718837
1966:10:16:0 0.278865 -0.352705 -0.127856 0.519146
1966:11:16:0 0.179473 -0.475492 -0.0628095 0.448623
1966:12:16:0 0.115054 -0.552288 -0.0852491 0.433823
1967:1:16:0 -0.299409 -0.452621 -0.262088 0.0579455
1967:2:16:0 -0.344957 -0.206075 -0.423573 -0.0301327
1967:3:16:0 -0.128215 -0.368615 -0.377595 0.244891
1967:4:16:0 0.0263548 -0.283206 -0.351371 0.343643
1967:5:16:0 0.144438 -0.39016 -0.326845 0.502941
1967:6:16:0 0.121206 -0.188723 -0.222327 0.326731
1967:7:16:0 0.115144 -0.490727 -0.41062 0.565817
1967:8:16:0 -0.0526068 -0.883829 -0.314088 0.546352
1967:9:16:0 -0.116723 -0.960234 -0.290016 0.508402
1967:10:16:0 -0.00570348 -1.16985 -0.407996 0.783217
1967:11:16:0 0.0218491 -1.02581 -0.546725 0.808117
1967:12:16:0 -0.0163141 -1.03493 -0.474238 0.738272
1968:1:16:0 -0.103361 -0.933202 -0.391309 0.558895
1968:2:16:0 -0.00766491 -0.726735 -0.546832 0.629119
1968:3:16:0 -0.279097 -0.772377 -0.305491 0.259838
1968:4:16:0 -0.173224 -0.733021 -0.0676017 0.227088
1968:5:16:0 -0.0881767 -0.932237 0.194527 0.280678
1968:6:16:0 0.28976 -0.535369 0.450982 0.331953
1968:7:16:0 0.201246 -0.120757 0.489827 0.0167108
1968:8:16:0 0.237775 0.180656 0.258267 0.0183138
1968:9:16:0 0.0826182 0.440444 0.110946 -0.193077
1968:10:16:0 0.410729 0.199658 0.0295393 0.296131
1968:11:16:0 0.651117 0.150227 -0.180183 0.666095
1968:12:16:0 0.589598 0.468206 -0.185864 0.448427
1969:1:16:0 1.0055 0.160271 -0.296004 1.07337
1969:2:16:0 1.11113 0.00204913 -0.278778 1.24949
1969:3:16:0 0.739701 0.499788 -0.108334 0.543975
1969:4:16:0 0.568698 0.792046 0.0885021 0.128424
1969:5:16:0 0.456882 1.12463 0.0597112 -0.135291
1969:6:16:0 0.249647 0.965972 0.217918 -0.342298
1969:7:16:0 0.240125 0.516631 0.0796103 -0.0579961
1969:8:16:0 0.485352 0.412622 -0.0311963 0.294639
1969:9:16:0 0.547829 0.530238 0.110088 0.227666
1969:10:16:0 0.538144 0.950532 0.147504 -0.0108743
1969:11:16:0 0.601461 0.79709 0.0280028 0.188914
1969:12:16:0 0.574153 0.834481 0.216412 0.0487065
1970:1:16:0 0.524655 0.684527 0.38391 -0.00956368
1970:2:16:0 0.431376 0.0136649 0.176748 0.336169
1970:3:16:0 0.301689 -0.243932 0.305548 0.270881
1970:4:16:0 0.255127 -0.214416 0.150544 0.287062
1970:5:16:0 0.328038 -0.590474 0.191744 0.527404
1970:6:16:0 0.112562 -0.893644 0.17891 0.469929
1970:7:16:0 -0.101017 -1.47655 0.207122 0.533697
1970:8:16:0 -0.258671 -1.18872 0.160979 0.255198
1970:9:16:0 -0.298824 -0.905399 0.283378 0.0121863
1970:10:16:0 -0.425324 -0.646081 0.4232 -0.313884
1970:11:16:0 -0.403079 -0.841358 0.434806 -0.199802
1970:12:16:0 -0.80242 -0.844078 0.296339 -0.52855
1971:1:16:0 -0.984735 -0.855248 0.182854 -0.648538
1971:2:16:0 -0.823843 -1.18027 0.0835641 -0.275489
1971:3:16:0 -0.873028 -0.85403 0.0721684 -0.482097
1971:4:16:0 -0.628264 -0.355632 -0.138051 -0.381423
1971:5:16:0 -0.493101 -0.701882 -0.0775658 -0.103377
1971:6:16:0 -0.556199 -0.838362 -0.221884 -0.0260763
1971:7:16:0 -0.554824 -0.567209 -0.204474 -0.168982
1971:8:16:0 -0.618806 -0.813841 0.0242608 -0.224016
1971:9:16:0 -0.750355 -0.717877 0.296563 -0.539698
1971:10:16:0 -0.478424 -0.850032 0.151705 -0.129261
1971:11:16:0 -0.467364 -0.799729 0.149158 -0.142079
1971:12:16:0 -0.432111 -0.750586 0.0393713 -0.0765042
1972:1:16:0 -0.254415 -0.0337871 0.178677 -0.32686
1972:2:16:0 -0.0155561 0.245999 0.154501 -0.215806
1972:3:16:0 -0.0282984 0.329639 -0.134559 -0.125838
1972:4:16:0 0.307141 0.629677 -0.223645 0.104125
1972:5:16:0 0.454979 0.745187 -0.264219 0.214495
1972:6:16:0 0.443023 1.27104 -0.33106 -0.0269654
1972:7:16:0 0.454952 1.72266 -0.397325 -0.207714
1972:8:16:0 0.447625 2.0645 -0.392423 -0.388413
1972:9:16:0 0.438604 1.53198 -0.351024 -0.151876
1972:10:16:0 0.849797 1.47233 -0.194664 0.210964
1972:11:16:0 0.705409 1.54595 -0.237901 0.0513819
1972:12:16:0 0.875933 1.79488 -0.106571 0.0317788
1973:1:16:0 0.852482 1.25864 -0.159774 0.303051
1973:2:16:0 0.575276 0.402484 -0.067141 0.407605
1973:3:16:0 0.453877 0.0434882 -0.15165 0.507958
1973:4:16:0 0.101316 -0.407666 0.0457077 0.282296
1973:5:16:0 0.0343045 -0.556335 0.113082 0.255931
1973:6:16:0 -0.278782 -0.629065 0.283909 -0.106204
1973:7:16:0 -0.410342 -0.780984 0.314387 -0.177043
1973:8:16:0 -0.626431 -0.894522 0.477729 -0.418034
1973:9:16:0 -0.834467 -0.835714 0.375761 -0.604491
1973:10:16:0 -0.951563 -0.721983 0.292082 -0.736612
1973:11:16:0 -1.14551 -0.666959 0.298324 -0.961189
1973:12:16:0 -1.4198 -0.711276 0.235377 -1.18185
1974:1:16:0 -1.31417 -0.732866 0.0144128 -0.954945
1974:2:16:0 -0.988579 -0.581473 -0.115146 -0.64027
1974:3:16:0 -0.95755 -0.215116 -0.328037 -0.685974
1974:4:16:0 -0.716555 -0.118787 -0.397116 -0.458603
1974:5:16:0 -0.636946 0.0704219 -0.22533 -0.559493
1974:6:16:0 -0.609129 -0.0283667 -0.225503 -0.482194
1974:7:16:0 -0.663591 -0.103484 -0.0522384 -0.585729
1974:8:16:0 -0.446354 -0.00191608 -0.00735064 -0.44172
1974:9:16:0 -0.574244 -0.438844 0.233959 -0.471802
1974:10:16:0 -0.633276 -0.716936 0.146175 -0.347895
1974:11:16:0 -0.687943 -0.521437 -0.122192 -0.366128
1974:12:16:0 -0.680905 -0.706057 -0.219239 -0.218257
1975:1:16:0 -0.487985 -0.700398 -0.164405 -0.0555835
1975:2:16:0 -0.283914 -0.618551 -0.172569 0.111645
1975:3:16:0 -0.505977 -0.157414 -0.115655 -0.369443
1975:4:16:0 -0.555743 -0.0529529 0.0267652 -0.542649
1975:5:16:0 -0.7059 -0.473252 0.0631191 -0.500834
1975:6:16:0 -0.75385 -0.72144 -0.0756936 -0.355283
1975:7:16:0 -0.968085 -0.372037 0.0799175 -0.822025
1975:8:16:0 -1.11471 -0.368509 0.191101 -1.02601
1975:9:16:0 -1.3689 -0.807396 0.420061 -1.17524
1975:10:16:0 -1.4664 -0.939985 0.210202 -1.10151
1975:11:16:0 -1.41761 -1.12872 0.188958 -0.947735
1975:12:16:0 -1.43506 -1.18149 -0.0404687 -0.824084
1976:1:16:0 -1.19702 -0.813142 0.064581 -0.822742
1976:2:16:0 -0.85076 -0.430442 -0.114112 -0.578484
1976:3:16:0 -0.526758 -0.271437 -0.268927 -0.256576
1976:4:16:0 -0.433411 0.104464 -0.333495 -0.318895
1976:5:16:0 -0.472731 0.380181 -0.451329 -0.437157
1976:6:16:0 -0.259037 0.945844 -0.469455 -0.497231
1976:7:16:0 -0.221231 1.23641 -0.310723 -0.684072
1976:8:16:0 -0.202584 1.16996 -0.266026 -0.654553
1976:9:16:0 0.100661 0.822131 -0.309198 -0.155806
1976:10:16:0 0.283814 0.778534 -0.059668 -0.0756195
1976:11:16:0 0.408688 0.632273 0.181573 0.00176454
1976:12:16:0 0.157535 0.574259 0.174768 -0.216979
1977:1:16:0 0.240617 0.656035 0.129626 -0.152213
1977:2:16:0 0.182881 0.371222 0.105117 -0.0552886
1977:3:16:0 0.110483 0.243042 -0.0210045 -0.000535533
1977:4:16:0 -0.119196 -0.185851 -0.152601 0.05003
1977:5:16:0 -0.0377699 -0.0104856 -0.0701156 0.00253066
1977:6:16:0 0.183861 0.221977 -0.116964 0.131354
1977:7:16:0 0.446342 0.226624 -0.179344 0.422702
1977:8:16:0 0.410341 -0.283021 -0.0913448 0.597524
1977:9:16:0 0.564198 -0.204193 -0.175066 0.753828
1977:10:16:0 0.631731 -0.0479843 -0.178416 0.744931
